"name","dept","area","count","adjustedcount","year"
Tim Brecht,University of Waterloo,sigmod,1.0,0.14286,2018
Moshe Y. Vardi,Rice University,lics,2.0,1.0,2006
Ion Stoica,Univ. of California - Berkeley,ec,1.0,0.25,2004
Matthew B. Dwyer,University of Virginia,rtss,1.0,0.33333,2011
Kian-Lee Tan,National University of Singapore,icde,3.0,0.91667,2003
Kanad Ghose,Binghamton University,ics,1.0,0.33333,2002
Mark Crovella,Boston University,imc,1.0,0.5,2003
Tal Malkin,Columbia University,eurocrypt,1.0,0.25,2013
Neville Grech,University of Malta,icse,1.0,0.25,2019
Sungroh Yoon,Seoul National University,ijcai,1.0,0.25,2021
Alexander G. Huth,University of Texas at Austin,acl,1.0,0.25,2021
Alexander Aiken,Stanford University,popl,1.0,0.5,2007
Huijia Lin,University of Washington,eurocrypt,1.0,0.33333,2017
Tobias Scheffer,University of Potsdam,kdd,1.0,0.33333,2007
Marc Niethammer,University of North Carolina,eccv,1.0,0.2,2020
John D. Kececioglu,University of Arizona,ismb,1.0,0.5,2007
Herman J. Haverkort,TU Eindhoven,sigmod,1.0,0.33333,2012
William Whittaker,Carnegie Mellon University,icra,1.0,0.1,2003
David A. Sontag,Massachusetts Institute of Technology,nips,1.0,0.16667,2017
Rui Tan,Nanyang Technological University,oakland,1.0,0.25,2021
Min H. Kim 0001,KAIST,siggraph-asia,3.0,0.575,2017
James H. Anderson,University of North Carolina,rtss,1.0,0.33333,1997
Peer Kröger,LMU Munich,sigmod,1.0,0.2,2010
Monika Henzinger,University of Vienna,stoc,1.0,0.33333,2014
Giovanni Vigna,Univ. of California - Santa Barbara,ccs,1.0,0.5,2003
Jeffrey Chan,RMIT University,nips,1.0,0.16667,2018
Ravin Balakrishnan,University of Toronto,uist,4.0,1.5333,2005
Heiner Stuckenschmidt,University of Mannheim,ijcai,1.0,0.25,2016
Masayuki Inaba,University of Tokyo,icra,1.0,0.25,2011
Reinhard Koch,University of Kiel,eccv,1.0,0.5,2012
Zhewei Wei,Renmin University of China,kdd,1.0,0.2,2020
Yanjie Fu,University of Central Florida,sigir,1.0,0.16667,2019
Yossi Gilad,Hebrew University of Jerusalem,sosp,1.0,0.33333,2019
Hanspeter Pfister,Harvard University,siggraph-asia,1.0,0.16667,2011
Yi Wang 0003,Shenzhen University,dac,1.0,0.16667,2014
Chuan Wu 0001,University of Hong Kong,usenixatc,1.0,0.16667,2017
Tony Jebara,Columbia University,nips,2.0,0.83333,2006
Peihan Miao,University of Illinois at Chicago,ccs,1.0,0.25,2018
Nevin Lianwen Zhang,HKUST,aaai,1.0,0.33333,2015
Tatsuya Harada,University of Tokyo,iros,1.0,0.33333,1997
Linh T. X. Phan,University of Pennsylvania,nsdi,1.0,0.33333,2019
Tao Gu,Macquarie University,ubicomp,1.0,0.2,2021
Maja Pantic,Imperial College London,aaai,1.0,0.25,2020
Jinjun Xiong,University at Buffalo,iccad,1.0,0.25,2013
Naoaki Okazaki,Tokyo Institute of Technology,acl,3.0,1.0333,2020
Sara Ljungblad,Chalmers/GU,chiconf,1.0,0.16667,2021
Dimitrios S. Nikolopoulos,Virginia Tech,aaai,1.0,0.16667,2019
Shuangjiu Xiao,Shanghai Jiao Tong University,chiconf,1.0,0.2,2016
James P. Callan,Carnegie Mellon University,vldb,1.0,0.33333,1994
Xiangxiang Zeng,Hunan University,ijcai,1.0,0.2,2020
Emilie Kaufmann,CRIStAL,nips,1.0,0.33333,2013
Levent Burak Kara,Carnegie Mellon University,siggraph,1.0,0.25,2015
Olga R. P. Bellon,UFPR,cvpr,1.0,0.33333,2009
Erik Andersen,Cornell University,vr,1.0,0.2,2007
Iryna Gurevych,TU Darmstadt,emnlp,5.0,1.8333,2019
Mubarak Shah,University of Central Florida,cvpr,3.0,1.0,2009
Sri Parameswaran,UNSW,iccad,1.0,0.5,2005
James Tompkin,Brown University,cvpr,1.0,0.33333,2021
Aravind Srinivasan,University of Maryland - College Park,stoc,1.0,1.0,2000
Dan Roth,University of Pennsylvania,naacl,3.0,0.65,2019
Huan Sun,Ohio State University,emnlp,2.0,0.53333,2020
Olga Sorkine-Hornung,ETH Zurich,siggraph,1.0,0.2,2006
Oussama Khatib,Stanford University,icra,1.0,0.5,1998
Yi-Zhe Song,University of Surrey,siggraph-asia,1.0,0.2,2011
Chengyu Song,Univ. of California - Riverside,ccs,1.0,0.2,2014
Volker Blanz,University of Siegen,eccv,1.0,0.5,1998
Shriram Krishnamurthi,Brown University,ase,3.0,1.0,2004
Wei Wang 0011,UNSW,icde,1.0,0.2,2013
Jing Gao 0004,University at Buffalo,ijcai,1.0,0.2,2017
George V. Moustakides,Rutgers University,icra,1.0,0.33333,2015
Christopher Ré,Stanford University,vldb,4.0,1.5833,2011
Wei Wang 0030,HKUST,sc,1.0,0.2,2020
Lijun Chang,University of Sydney,www,1.0,0.5,2020
Mohammed J. Zaki,Rensselaer Polytechnic Institute,ijcai,1.0,0.33333,2020
Lisa Anthony,University of Florida,oakland,1.0,0.14286,2019
Maja Pantic,Imperial College London,cvpr,1.0,0.2,2017
Kwang-Ting Cheng,HKUST,iccad,1.0,0.33333,2003
Peixiang Zhao,Florida State University,vldb,1.0,0.33333,2007
Huijing Zhao,Peking University,icra,2.0,0.36667,2008
Michelle Borkin,Northeastern University,vis,1.0,0.11111,2020
Brendan J. Frey,University of Toronto,nips,2.0,0.7,2005
Aws Albarghouthi,University of Wisconsin - Madison,oopsla,1.0,0.25,2017
Jason J. Corso,Stevens Institute of Technology,iccv,1.0,0.5,2019
Nojun Kwak,Seoul National University,eccv,2.0,0.58333,2020
Christian Schaffner,University of Amsterdam,crypto,1.0,0.25,2006
Chunhua Shen,Zhejiang University,icra,1.0,0.16667,2019
Michael S. Brown,York University,siggraph-asia,1.0,0.25,2008
Mainack Mondal,IIT Kharagpur,eurosys,1.0,0.2,2012
Sorin Istrail,Brown University,stoc,1.0,1.0,1988
Brent ByungHoon Kang,KAIST,mobisys,1.0,0.5,2020
Trevor Darrell,Univ. of California - Berkeley,nips,1.0,0.5,2011
Silvio Savarese,Stanford University,iccv,2.0,0.75,2011
Thamar Solorio,University of Houston,acl,2.0,0.66667,2020
Antti Salovaara,Aalto University,chiconf,1.0,0.125,2008
John Black,University of Colorado Boulder,eurocrypt,1.0,0.33333,2005
Hong Jiang 0001,University of Texas at Arlington,ics,1.0,0.16667,2011
Jin-Yi Cai,University of Wisconsin - Madison,stoc,1.0,0.5,2012
Michael Beetz,University of Bremen,icra,1.0,0.25,2007
Peter C. Rigby,Concordia University,icse,1.0,0.5,2020
Sanjoy K. Baruah,Washington University in St. Louis,rtss,1.0,1.0,2004
Sina Zarrieß,Friedrich Schiller University Jena,emnlp,1.0,0.2,2012
Walid Maalej,University of Hamburg,icse,1.0,0.25,2012
Catalin Hritcu,Max Planck Society,popl,1.0,0.25,2020
Jon Crowcroft,University of Cambridge,ndss,1.0,0.5,1995
Robert Harper 0001,Carnegie Mellon University,pldi,1.0,0.33333,2017
Hongfei Fu 0001,Shanghai Jiao Tong University,pldi,1.0,0.25,2020
Ravi Netravali,Princeton University,mobisys,1.0,0.25,2019
Tao Ju,Washington University in St. Louis,iros,1.0,0.25,2012
Arne Skou,Aalborg University,rtss,1.0,0.25,1997
Katia Obraczka,Univ. of California - Santa Cruz,sigir,1.0,0.25,1991
Nir Lipovetzky,University of Melbourne,ijcai,1.0,0.33333,2015
Chun Jason Xue,City University of Hong Kong,rtas,1.0,0.33333,2009
Shaohua Wang 0002,NJIT,icse,2.0,0.66667,2021
Daniel Cremers,TU Munich,icra,2.0,0.36667,2012
Christopher Kanan,Rochester Institute of Technology,aaai,1.0,0.2,2018
Thomas Brox,University of Freiburg,iccv,2.0,0.7,2013
Sunil Prabhakar,Purdue University,icse,1.0,0.25,2011
Jaijeet S. Roychowdhury,Univ. of California - Berkeley,iccad,1.0,0.5,1996
James Zou 0001,Stanford University,aaai,1.0,0.2,2012
Luis Ceze,University of Washington,pldi,1.0,0.2,2021
Risto Miikkulainen,University of Texas at Austin,aaai,1.0,0.5,2007
Bryan Ford,EPFL,pets,1.0,0.125,2017
ChengXiang Zhai,Univ. of Illinois at Urbana-Champaign,sigir,2.0,1.0,2001
David C. Parkes,Harvard University,www,1.0,0.33333,2020
Raymond J. Mooney,University of Texas at Austin,icml,1.0,0.25,2005
Steven Swanson,Univ. of California - San Diego,nsdi,1.0,0.083333,2017
Shuigeng Zhou,Fudan University,recomb,1.0,0.2,2013
Shimei Pan,Univ. of Maryland - Baltimore County,emnlp,1.0,0.5,2016
Kunal Agrawal,Washington University in St. Louis,soda,1.0,0.16667,2018
Cindy Grimm,Oregon State University,siggraph,1.0,0.2,1998
Petros Maragos,NTUA,cvpr,1.0,0.25,2018
Marco Gaboardi,Boston University,nips,2.0,0.66667,2018
Kenneth A. Ross,Columbia University,sigmod,2.0,0.83333,2014
Rui Tan,Nanyang Technological University,rtss,1.0,0.16667,2008
Blase Ur,University of Chicago,ccs,1.0,0.11111,2013
Vincent Liu,University of Pennsylvania,sigcomm,1.0,0.33333,2018
Sijia Liu 0001,Michigan State University,nips,1.0,0.16667,2018
Ramon Canal,Polytechnic University of Catalonia,isca,1.0,0.33333,2010
Xiangyu Zhang 0001,Purdue University,usenixatc,1.0,0.1,2018
Yiming Yang,Carnegie Mellon University,acl,1.0,0.5,2017
Yongdae Kim,KAIST,usenixsec,1.0,0.16667,2019
Tom Schrijvers,KU Leuven,icfp,1.0,0.25,2013
Hau Chan,University of Nebraska,aaai,1.0,0.5,2015
Reinder J. Bril,TU Eindhoven,rtas,1.0,0.2,2019
Oded Regev 0001,New York University,focs,1.0,1.0,2002
Ramani Duraiswami,University of Maryland - College Park,cvpr,1.0,0.33333,2005
Ian T. Foster,University of Chicago,hpdc,1.0,0.125,2020
Dimitris N. Metaxas,Rutgers University,cvpr,1.0,0.2,2019
Ivan Titov,University of Edinburgh,acl,1.0,0.5,2007
Peng Huang 0005,Johns Hopkins University,micro,1.0,0.25,2018
Liang Lin,Sun Yat-sen University,nips,1.0,0.2,2020
Elaine M. Eschen,West Virginia University,soda,1.0,0.5,1993
Tevfik Bultan,Univ. of California - Santa Barbara,ase,1.0,0.2,2005
Vicki L. Hanson,Rochester Institute of Technology,chiconf,1.0,0.33333,2014
Xiaokang Yang,Shanghai Jiao Tong University,eccv,2.0,0.41667,2018
Stephen J. Guy,University of Minnesota,icra,2.0,0.75,2015
Xucong Zhang,TU Delft,iccv,1.0,0.25,2019
Sarah Clinch,University of Manchester,chiconf,2.0,0.28571,2020
Peter Stone,University of Texas at Austin,ec,1.0,0.5,2003
Rajeev Alur,University of Pennsylvania,cav,1.0,0.33333,2003
Vasilis Gkatzelis,Drexel University,aaai,1.0,0.25,2019
AnHai Doan,University of Wisconsin - Madison,icde,2.0,0.45,2007
Weiwei Sun 0008,Fudan University,ijcai,1.0,0.25,2018
Tengyu Ma 0001,Stanford University,nips,5.0,1.6167,2019
Katharina Morik,TU Dortmund,icml,1.0,0.5,2016
Valerio Pascucci,University of Utah,vis,1.0,0.25,2008
Hwee Tou Ng,National University of Singapore,sigir,1.0,0.33333,2002
Lenka Zdeborová,EPFL,icml,1.0,0.25,2015
Tiejun Huang 0001,Peking University,ijcai,2.0,0.45,2021
Roded Sharan,Tel Aviv University,recomb,1.0,0.16667,2019
Yiran Chen,Duke University,hpca,1.0,0.16667,2019
Edward F. Gehringer,North Carolina State University,isca,1.0,0.5,1986
Chris Callison-Burch,University of Pennsylvania,acl,1.0,0.16667,2018
Stefan Mangard,Graz University of Technology,usenixsec,1.0,0.14286,2020
Emil M. Petriu,University of Ottawa,icra,2.0,0.66667,1997
John P. Dickerson,University of Maryland - College Park,ijcai,1.0,0.2,2020
Murat Kantarcioglu,University of Texas at Dallas,icde,1.0,0.25,2008
Eyke Hüllermeier,LMU Munich,icml,1.0,0.33333,2011
Feiping Nie 0001,NWPU,ijcai,1.0,0.33333,2007
Martin Schulz 0001,TU Munich,ics,2.0,0.29167,2019
Heiner Stuckenschmidt,University of Mannheim,ubicomp,1.0,0.25,2016
Alberto Barrón-Cedeño,Qatar Computing Research Institute,emnlp,1.0,0.14286,2015
Ryan Stutsman,University of Utah,micro,1.0,0.14286,2019
Elke A. Rundensteiner,Worcester Polytechnic Institute,icde,1.0,0.5,1996
Vern Paxson,Univ. of California - Berkeley,ccs,1.0,0.25,2004
Vipin Kumar,University of Minnesota,dac,1.0,0.5,1999
Ping Luo 0001,Chinese Academy of Sciences,kdd,1.0,0.2,2020
Loris D'Antoni,University of Wisconsin - Madison,pldi,3.0,0.83333,2020
Shai Avidan,Tel Aviv University,nips,1.0,0.33333,2005
Luís C. Lamb,UFRGS,ijcai,1.0,0.16667,2020
S. Venkatesh 0001,University of Victoria,vldb,1.0,0.25,2014
Aditya Akella,University of Texas at Austin,nsdi,2.0,0.83333,2019
Guy Shani,Ben-Gurion University of the Negev,aaai,1.0,0.5,2016
Tommi S. Jaakkola,Massachusetts Institute of Technology,icml,3.0,0.64286,2021
Jian-Jia Chen,TU Dortmund,dac,1.0,0.16667,2021
Yannic Maus,Graz University of Technology,stoc,1.0,0.33333,2017
Anna Lysyanskaya,Brown University,ccs,1.0,0.25,2004
Weiren Yu,University of Warwick,icde,1.0,0.33333,2013
Baruch Schieber,NJIT,stoc,1.0,0.25,1998
Yannis Smaragdakis,University of Athens,icfp,1.0,0.5,2000
Dinesh Manocha,University of Maryland - College Park,vr,2.0,0.53333,2018
David C. Parkes,Harvard University,ec,3.0,1.1667,2009
Bin Cui 0001,Peking University,vldb,1.0,0.33333,2014
Edwin R. Hancock,University of York,iccv,2.0,1.0,2005
Neil Zhenqiang Gong,Duke University,imc,1.0,0.14286,2012
Thomas Hofmann,ETH Zurich,nips,1.0,0.5,1994
Jian-Jia Chen,TU Dortmund,rtss,1.0,0.33333,2008
Duncan J. Watts,University of Pennsylvania,www,1.0,0.2,2016
Karan Singh,University of Toronto,nips,1.0,0.2,2018
Loris D'Antoni,University of Wisconsin - Madison,cav,1.0,0.33333,2016
Xin Wang 0019,Tsinghua University,sigir,1.0,0.16667,2019
Krzysztof Z. Gajos,Harvard University,ijcai,1.0,0.14286,2003
Jason Cong,Univ. of California - Los Angeles,iccad,2.0,0.66667,2002
Viktor Vafeiadis,Max Planck Society,oopsla,1.0,0.5,2013
Weihang Wang 0001,University at Buffalo,ndss,1.0,0.2,2021
Chih-Jen Lin,National Taiwan University,icml,1.0,0.2,2008
Yan Cai 0001,Chinese Academy of Sciences,icse,1.0,0.33333,2014
Tao Guan,HUST,nips,1.0,0.2,2020
Jean H. Gallier,University of Pennsylvania,icra,1.0,0.33333,2015
Uta Hinrichs,University of St Andrews,chiconf,1.0,0.33333,2017
Peter A. Milder,Stony Brook University,dac,1.0,0.33333,2012
Richard Peng,University of Waterloo,icml,1.0,0.2,2020
Michael Schwarz 0001,CISPA Helmholtz Center,usenixsec,2.0,0.39286,2020
Martín Hötzel Escardó,University of Birmingham,lics,1.0,1.0,2007
Ranjit Jhala,Univ. of California - San Diego,cav,1.0,0.25,2012
Takeo Igarashi,University of Tokyo,siggraph-asia,1.0,0.5,2017
Lu Zhang 0023,Peking University,icse,2.0,0.29167,2015
Chenyang Lu 0001,Washington University in St. Louis,rtas,2.0,0.4,2004
Franco P. Preparata,Brown University,soda,1.0,0.33333,1993
Ramani Duraiswami,University of Maryland - College Park,nips,1.0,0.33333,2004
Karl Wüst,CISPA Helmholtz Center,usenixsec,1.0,0.16667,2019
Hai-Xin Duan,Tsinghua University,usenixsec,1.0,0.14286,2015
Laurent Itti,University of Southern California,eccv,1.0,0.33333,2020
Ahmed Ali-Eldin,Chalmers/GU,hpdc,1.0,0.33333,2021
Cindy Rubio-González,Univ. of California - Davis,sc,1.0,0.11111,2013
Jonathan S. Ostroff,York University,rtss,1.0,0.5,1987
M. Tamer Özsu,University of Waterloo,icde,1.0,0.2,2008
Sarita V. Adve,Univ. of Illinois at Urbana-Champaign,isca,1.0,0.5,1990
Krishnendu Chatterjee,IST Austria,icra,1.0,0.25,2015
Tal Rabin,University of Pennsylvania,eurocrypt,3.0,0.78333,1999
Eric A. Brewer,Univ. of California - Berkeley,osdi,2.0,0.625,2006
Jacob Goldberger,Bar-Ilan University,emnlp,1.0,0.33333,2017
Feiping Nie 0001,NWPU,ubicomp,1.0,0.16667,2016
Lawrence Carin,Duke University,aaai,1.0,0.2,2007
Eli Ben-Sasson,Technion,stoc,1.0,0.2,2004
Guha Balakrishnan,Rice University,eccv,1.0,0.25,2020
George S. Avrunin,University of Massachusetts Amherst,fse,1.0,0.5,1994
Xin Cao 0001,UNSW,vldb,1.0,0.25,2012
Jeremy Blackburn,Binghamton University,mobicom,1.0,0.2,2013
Zhouchen Lin,Peking University,iccv,1.0,0.25,2015
Benjamin M. Marlin,University of Massachusetts Amherst,icml,1.0,0.5,2004
Chang Xu 0002,University of Sydney,eccv,3.0,0.83333,2020
Yiyu Shi,University of Notre Dame,dac,1.0,0.16667,2014
Ke Yi 0001,HKUST,pods,1.0,0.33333,2017
David Yarowsky,Johns Hopkins University,acl,1.0,1.0,1995
Byron Boots,University of Washington,icml,1.0,0.33333,2021
Ben Shneiderman,University of Maryland - College Park,vldb,1.0,0.5,1980
Chitta Baral,Arizona State University,acl,2.0,0.5,2019
Gagan Agrawal,Augusta University,ics,1.0,0.33333,2016
Ee-Peng Lim,Singapore Management University,cvpr,1.0,0.2,2019
Jinho Lee,Yonsei University,dac,3.0,0.86667,2021
Daniel Kifer,Pennsylvania State University,pods,1.0,0.5,2010
Peng Wang 0015,NWPU,ijcai,1.0,0.2,2017
Yossi Azar,Tel Aviv University,soda,1.0,0.25,1994
Pen-Chung Yew,University of Minnesota,icse,1.0,0.2,2007
Maneesh Agrawala,Stanford University,siggraph,2.0,0.325,2005
Bo An 0001,Nanyang Technological University,aaai,1.0,0.5,2020
Ales Leonardis,University of Birmingham,iccv,1.0,0.25,2015
Guy N. Rothblum,Weizmann Institute of Science,crypto,1.0,0.33333,2008
Sinisa Todorovic,Oregon State University,cvpr,1.0,0.5,2012
Mark Lawford,McMaster University,fse,1.0,0.11111,2020
Zhicong Lu,City University of Hong Kong,vis,1.0,0.16667,2019
Giovanni Vigna,Univ. of California - Santa Barbara,www,1.0,0.33333,2010
Ivan Martinovic,University of Oxford,ndss,1.0,0.2,2020
Kian-Lee Tan,National University of Singapore,sigmod,1.0,0.16667,2020
Ivor W. Tsang,University of Technology Sydney,nips,2.0,0.58333,2020
Sai-Kit Yeung,HKUST,cvpr,2.0,0.41667,2017
Fei Sha,University of Southern California,nips,1.0,0.25,2014
Hakjoo Oh,Korea University,icse,1.0,0.33333,2017
Kangwook Lee 0001,University of Wisconsin - Madison,aaai,1.0,0.25,2019
Andrzej S. Murawski,University of Oxford,lics,2.0,0.75,2021
Steven H. Low,California Institute of Technology,sigmetrics,1.0,0.2,2011
Hujun Bao,Zhejiang University,siggraph,1.0,0.16667,2015
Amro Awad,North Carolina State University,isca,1.0,0.16667,2021
Talal Rahwan,Masdar Institute,aaai,1.0,0.33333,2017
Ya'akov Gal,Ben-Gurion University of the Negev,aaai,1.0,0.25,2010
Moshe Tennenholtz,Technion,ec,1.0,0.33333,2013
Rob Miller 0001,Massachusetts Institute of Technology,ase,1.0,0.5,2007
Michel Abdalla,Ecole Normale Superieure,crypto,2.0,0.5,2020
Frank Tip,Northeastern University,oopsla,1.0,0.25,1996
Shaowei Cai,Chinese Academy of Sciences,aaai,1.0,0.33333,2015
Mohit Bansal,University of North Carolina,emnlp,5.0,2.3333,2019
Christian Holz 0001,ETH Zurich,chiconf,1.0,0.5,2021
Srinivasa G. Narasimhan,Carnegie Mellon University,siggraph,1.0,0.16667,2006
Carlos Hitoshi Morimoto,USP,chiconf,1.0,0.33333,1999
Jianghong Ma,Harbin Institute of Technology,eccv,1.0,0.5,2020
Tony Givargis,Univ. of California - Irvine,dac,1.0,0.33333,2015
Qinfeng Shi,University of Adelaide,cvpr,1.0,0.2,2012
Ran He,Chinese Academy of Sciences,cvpr,1.0,0.25,2012
Xia Zhou,Dartmouth College,mobicom,1.0,0.2,2015
Gautam Das 0001,University of Texas at Arlington,fast,1.0,0.2,2011
Roy Schwartz 0002,Technion,soda,1.0,0.5,2004
Josiah D. Hester,Northwestern University,sensys,1.0,0.33333,2015
Jonathan Roberts 0001,Queensland University of Technology,iros,1.0,0.2,2005
Paul Downen,University of Massachusetts Lowell,icfp,1.0,0.33333,2015
Jitendra Malik,Univ. of California - Berkeley,cvpr,7.0,1.45,2018
Rida Laraki,University of Liverpool,icml,1.0,0.2,2021
Heng Ji,Univ. of Illinois at Urbana-Champaign,www,1.0,0.14286,2021
Binyu Zang,Shanghai Jiao Tong University,hpca,1.0,0.2,2014
Larry L. Peterson,University of Arizona,sigmetrics,1.0,0.33333,1998
Xiaojun Chang,RMIT University,ijcai,1.0,0.2,2015
Alan Mislove,Northeastern University,pets,1.0,0.25,2019
Benjamin B. Bederson,University of Maryland - College Park,uist,2.0,1.3333,2000
Tien Tuan Anh Dinh,SUTD,sigmod,1.0,0.16667,2019
Yuanchun Shi,Tsinghua University,ubicomp,2.0,0.36667,2021
Qiang Yang 0001,HKUST,www,1.0,0.25,2006
Alexei A. Efros,Univ. of California - Berkeley,iccv,1.0,0.33333,2011
David M. Mount,University of Maryland - College Park,soda,1.0,0.33333,2005
Dan Alistarh,IST Austria,aaai,2.0,0.45,2021
Maxim Likhachev,Carnegie Mellon University,rss,1.0,0.25,2013
Daniel J. Sorin,Duke University,micro,1.0,0.2,2016
Xinbing Wang,Shanghai Jiao Tong University,aaai,1.0,0.16667,2016
Yansong Feng,Peking University,ijcai,1.0,0.16667,2019
Nickolai Zeldovich,Massachusetts Institute of Technology,asplos,1.0,0.33333,2012
Bernt Schiele,Max Planck Society,cvpr,4.0,1.1667,2009
Rachel Rudinger,University of Maryland - College Park,aaai,1.0,0.25,2021
Shwetak N. Patel,University of Washington,ubicomp,2.0,0.34286,2014
Marcin Jurdzinski,University of Warwick,lics,1.0,0.5,2007
Yuki Endo,University of Tsukuba,siggraph-asia,1.0,0.33333,2019
Gianluca Stringhini,Boston University,www,1.0,0.14286,2017
Jinjun Xiong,University at Buffalo,dac,1.0,0.125,2019
Jia Deng 0001,Princeton University,cvpr,1.0,0.33333,2013
Jeff Erickson 0001,Univ. of Illinois at Urbana-Champaign,pods,1.0,0.2,1998
Ruben Gamboa,University of Wyoming,vldb,1.0,0.33333,1989
Jiaqing Luo,UESTC,mobisys,1.0,0.5,2019
Tim Oates,Univ. of Maryland - Baltimore County,ijcai,1.0,0.33333,1999
Itsik Pe'er,Columbia University,recomb,1.0,0.5,2018
Xavier Tricoche,Purdue University,vis,1.0,0.33333,2011
Jens Teubner,TU Dortmund,sigmod,1.0,0.5,2011
Matthijs T. J. Spaan,TU Delft,aaai,1.0,0.33333,2014
Tomasz Imielinski,Rutgers University,sigmod,1.0,0.5,1989
Danfeng Zhang,Pennsylvania State University,pldi,1.0,0.33333,2012
Neill W. Campbell,University of Bristol,cvpr,1.0,0.33333,2008
Tim Miller 0001,University of Melbourne,ijcai,1.0,0.2,2015
Kathleen M. Carley,Carnegie Mellon University,kdd,1.0,0.16667,2018
Kenji Yamanishi,University of Tokyo,acl,1.0,0.5,1997
Jun Yang 0001,Duke University,icde,1.0,0.2,2003
Seung Ryoul Maeng,KAIST,isca,1.0,0.25,2011
David Zhang 0001,The Hong Kong Polytechnic University,asplos,1.0,0.25,2004
Zibin Zheng,Sun Yat-sen University,ijcai,1.0,0.16667,2021
Rynson W. H. Lau,City University of Hong Kong,cvpr,3.0,0.42063,2018
Amr El Abbadi,Univ. of California - Santa Barbara,pods,1.0,0.33333,1997
Bettina Speckmann,TU Eindhoven,soda,1.0,0.5,2003
T. N. Vijaykumar,Purdue University,isca,2.0,1.0,2004
Moshe Lewenstein,Bar-Ilan University,soda,2.0,0.45,2001
